frame num,person id,bb_xmin,bb_ymin,bb_height,bb_width,age_min,age_max,age_actual,gender
84,2,428,294,356,113,25,30,29,M
84,3,282,288,367,124,30,35,30,F
84,29,764,399,152,50,25,30,27,M
84,34,530,382,147,35,25,30,28,M
84,36,800,282,365,116,25,30,26,M
84,53,115,322,246,101,25,30,29,F
84,56,629,360,179,68,-1,-1,-1,N
84,60,374,325,256,60,-1,-1,-1,N
85,1,918,264,398,135,30,35,34,M
85,2,431,294,361,109,25,30,29,M
85,3,284,287,369,125,30,35,30,F
85,29,764,397,154,50,25,30,27,M
85,34,530,381,147,35,25,30,28,M
85,36,798,285,363,118,25,30,26,M
85,53,115,323,246,101,25,30,29,F
85,56,629,362,178,69,-1,-1,-1,N
85,60,373,327,255,63,-1,-1,-1,N
85,63,2,357,201,104,-1,-1,-1,N
86,1,919,267,395,135,30,35,34,M
86,2,433,295,357,108,25,30,29,M
86,3,285,286,369,125,30,35,30,F
86,29,758,398,153,58,25,30,27,M
86,34,531,381,147,34,25,30,28,M
86,36,798,287,361,118,25,30,26,M
86,53,115,323,248,99,25,30,29,F
86,56,630,361,178,67,-1,-1,-1,N
86,60,373,330,254,65,-1,-1,-1,N
86,63,0,348,211,109,-1,-1,-1,N
87,1,921,269,393,132,30,35,34,M
87,2,433,295,358,110,25,30,29,M
87,3,285,286,368,128,30,35,30,F
87,29,757,398,153,59,25,30,27,M
87,34,529,380,151,37,25,30,28,M
87,36,797,287,363,115,25,30,26,M
87,53,113,322,249,100,25,30,29,F
87,56,629,359,182,70,-1,-1,-1,N
87,60,374,331,256,62,-1,-1,-1,N
88,1,921,270,391,133,30,35,34,M
88,2,434,294,360,108,25,30,29,M
88,3,285,285,367,133,30,35,30,F
88,34,527,382,149,40,25,30,28,M
88,36,796,286,364,116,25,30,26,M
88,53,112,321,249,100,25,30,29,F
88,56,629,358,184,71,-1,-1,-1,N
88,60,374,331,258,62,-1,-1,-1,N
88,63,0,347,212,108,-1,-1,-1,N
89,1,923,274,387,135,30,35,34,M
89,2,436,294,362,106,25,30,29,M
89,3,284,286,366,137,30,35,30,F
89,34,527,384,147,40,25,30,28,M
89,36,801,284,367,109,25,30,26,M
89,53,110,323,244,103,25,30,29,F
89,56,629,367,175,72,-1,-1,-1,N
89,60,374,331,259,62,-1,-1,-1,N
89,63,0,347,211,108,-1,-1,-1,N
90,1,929,274,385,131,30,35,34,M
90,2,437,291,365,105,25,30,29,M
90,3,283,287,364,141,30,35,30,F
90,34,527,384,147,40,25,30,28,M
90,36,803,280,370,108,25,30,26,M
90,53,109,323,244,104,25,30,29,F
90,56,629,363,179,72,-1,-1,-1,N
90,63,0,340,218,110,-1,-1,-1,N
90,64,758,403,147,54,30,35,31,F
91,1,933,272,388,133,30,35,34,M
91,2,437,291,364,106,25,30,29,M
91,3,285,289,362,138,30,35,30,F
91,34,528,384,148,38,25,30,28,M
91,36,806,276,373,106,25,30,26,M
91,56,629,363,178,74,-1,-1,-1,N
91,64,757,404,147,54,30,35,31,F
92,1,938,271,389,134,30,35,34,M
92,2,437,291,365,107,25,30,29,M
92,3,286,291,361,139,30,35,30,F
92,34,528,383,150,38,25,30,28,M
92,36,806,273,376,108,25,30,26,M
92,56,629,376,163,77,-1,-1,-1,N
92,64,758,403,146,56,30,35,31,F
93,1,942,269,389,137,30,35,34,M
93,2,437,292,364,107,25,30,29,M
93,3,286,292,360,141,30,35,30,F
93,34,527,383,152,40,25,30,28,M
93,36,808,273,376,107,25,30,26,M
93,56,632,367,176,71,-1,-1,-1,N
93,64,759,402,148,54,30,35,31,F
94,1,944,266,392,145,30,35,34,M
94,2,437,292,364,105,25,30,29,M
94,3,285,293,360,146,30,35,30,F
94,34,527,383,154,40,25,30,28,M
94,36,808,274,377,108,25,30,26,M
94,56,632,368,175,72,-1,-1,-1,N
94,64,760,401,149,53,30,35,31,F
95,1,945,265,394,152,30,35,34,M
95,2,437,292,365,105,25,30,29,M
95,3,285,293,361,149,30,35,30,F
95,34,526,385,153,41,25,30,28,M
95,36,808,277,372,110,25,30,26,M
95,64,760,400,151,53,30,35,31,F
95,69,0,265,363,44,-1,-1,-1,N
96,1,945,265,394,162,30,35,34,M
96,2,436,292,365,106,25,30,29,M
96,3,287,293,361,148,30,35,30,F
96,34,522,385,153,45,25,30,28,M
96,36,809,279,370,109,25,30,26,M
96,64,760,399,152,51,30,35,31,F
96,69,0,272,358,48,-1,-1,-1,N
96,70,104,322,247,91,25,30,29,M
97,1,949,265,394,165,30,35,34,M
97,2,435,293,362,108,25,30,29,M
97,3,290,291,361,144,30,35,30,F
97,34,524,384,153,42,25,30,28,M
97,36,809,281,368,112,25,30,26,M
97,64,760,398,154,51,30,35,31,F
97,69,0,274,356,50,-1,-1,-1,N
97,70,104,321,248,89,25,30,29,M
98,1,950,269,387,170,30,35,34,M
98,2,435,293,362,109,25,30,29,M
98,3,292,290,362,142,30,35,30,F
98,34,524,384,154,42,25,30,28,M
98,36,810,282,369,112,25,30,26,M
98,64,758,400,152,54,30,35,31,F
98,69,0,278,354,53,-1,-1,-1,N
98,70,104,321,249,88,25,30,29,M
99,1,952,271,385,171,30,35,34,M
99,2,434,294,361,108,25,30,29,M
99,3,293,287,365,139,30,35,30,F
99,36,807,282,371,116,25,30,26,M
99,64,755,401,151,59,30,35,31,F
99,69,0,283,349,52,-1,-1,-1,N
99,70,104,321,249,88,25,30,29,M
100,1,955,273,383,168,30,35,34,M
100,2,433,294,361,106,25,30,29,M
100,3,296,286,368,133,30,35,30,F
100,36,806,280,375,117,25,30,26,M
100,64,754,403,148,60,30,35,31,F
100,69,0,286,349,53,-1,-1,-1,N
100,70,104,320,250,88,25,30,29,M
101,1,957,275,381,167,30,35,34,M
101,2,432,296,360,103,25,30,29,M
101,3,297,286,369,133,30,35,30,F
101,36,800,280,375,125,25,30,26,M
101,64,756,405,146,51,30,35,31,F
101,69,0,289,343,56,-1,-1,-1,N
101,70,103,320,251,90,25,30,29,M
101,77,514,345,203,50,-1,-1,-1,N
102,1,959,275,381,163,30,35,34,M
102,2,430,295,360,104,25,30,29,M
102,3,298,286,369,135,30,35,30,F
102,36,799,279,376,126,25,30,26,M
102,64,755,406,145,47,30,35,31,F
102,69,0,287,342,57,-1,-1,-1,N
102,70,103,318,253,92,25,30,29,M
102,77,512,342,204,53,-1,-1,-1,N
102,79,657,355,190,58,-1,-1,-1,N
103,1,959,274,382,161,30,35,34,M
103,2,429,294,360,102,25,30,29,M
103,3,300,286,370,133,30,35,30,F
103,36,799,278,376,126,25,30,26,M
103,64,754,405,146,48,30,35,31,F
103,69,1,290,342,58,-1,-1,-1,N
103,70,103,317,254,93,25,30,29,M
103,77,513,341,206,51,-1,-1,-1,N
104,1,960,273,383,159,30,35,34,M
104,2,427,292,362,103,25,30,29,M
104,3,300,288,368,134,30,35,30,F
104,36,799,278,375,127,25,30,26,M
104,64,752,403,147,51,30,35,31,F
104,70,103,317,254,94,25,30,29,M
104,77,512,341,207,52,-1,-1,-1,N
104,79,654,357,188,60,-1,-1,-1,N
105,1,961,272,383,154,30,35,34,M
105,2,426,291,363,103,25,30,29,M
105,3,303,289,366,131,30,35,30,F
105,36,802,277,374,123,25,30,26,M
105,64,751,400,150,51,30,35,31,F
105,70,102,316,255,92,25,30,29,M
105,77,512,341,204,52,-1,-1,-1,N
105,79,654,358,188,59,-1,-1,-1,N
106,1,961,271,384,152,30,35,34,M
106,2,425,290,364,104,25,30,29,M
106,3,307,290,365,126,30,35,30,F
106,36,804,279,370,122,25,30,26,M
106,64,750,398,152,53,30,35,31,F
106,70,101,316,256,94,25,30,29,M
106,77,512,342,200,51,-1,-1,-1,N
106,79,658,357,188,52,-1,-1,-1,N
106,81,0,273,354,78,-1,-1,-1,N
107,1,962,270,387,147,30,35,34,M
107,2,424,290,365,105,25,30,29,M
107,3,311,291,365,124,30,35,30,F
107,36,805,279,371,122,25,30,26,M
107,64,749,397,154,54,30,35,31,F
107,70,98,317,254,99,25,30,29,M
107,77,511,343,200,52,-1,-1,-1,N
107,79,657,360,184,52,-1,-1,-1,N
107,81,0,274,350,81,-1,-1,-1,N
108,1,963,270,387,144,30,35,34,M
108,2,424,288,369,105,25,30,29,M
108,3,310,292,365,130,30,35,30,F
108,36,805,281,371,122,25,30,26,M
108,64,748,396,155,55,30,35,31,F
108,70,100,320,245,97,25,30,29,M
108,77,508,344,202,56,-1,-1,-1,N
108,79,659,359,185,50,-1,-1,-1,N
108,81,1,273,350,80,-1,-1,-1,N
109,1,964,268,391,139,30,35,34,M
109,2,425,287,369,106,25,30,29,M
109,3,311,292,365,130,30,35,30,F
109,36,805,281,371,122,25,30,26,M
109,64,748,396,155,55,30,35,31,F
109,70,101,320,245,95,25,30,29,M
109,77,510,345,204,55,-1,-1,-1,N
109,79,663,357,185,45,-1,-1,-1,N
110,1,964,268,391,137,30,35,34,M
110,2,427,287,370,104,25,30,29,M
110,3,315,292,364,128,30,35,30,F
110,36,803,280,372,125,25,30,26,M
110,64,748,398,153,55,30,35,31,F
110,70,100,319,250,94,25,30,29,M
110,77,508,346,203,58,-1,-1,-1,N
110,79,663,355,186,47,-1,-1,-1,N
110,82,1,279,336,103,25,30,28,F
111,1,965,268,391,134,30,35,34,M
111,2,429,288,369,103,25,30,29,M
111,3,318,291,363,126,30,35,30,F
111,36,803,279,375,125,25,30,26,M
111,64,749,399,151,54,30,35,31,F
111,70,99,318,252,94,25,30,29,M
111,77,509,347,200,57,-1,-1,-1,N
111,79,665,353,187,46,-1,-1,-1,N
111,82,1,283,332,103,25,30,28,F
112,1,965,269,390,134,30,35,34,M
112,2,430,287,370,105,25,30,29,M
112,3,318,291,362,129,30,35,30,F
112,36,811,278,376,116,25,30,26,M
112,64,749,401,148,51,30,35,31,F
112,70,97,318,254,96,25,30,29,M
112,77,509,349,197,57,-1,-1,-1,N
112,79,665,353,187,46,-1,-1,-1,N
112,82,2,285,330,94,25,30,28,F
113,1,966,272,387,133,30,35,34,M
113,2,431,287,371,108,25,30,29,M
113,3,319,290,361,129,30,35,30,F
113,36,817,276,380,110,25,30,26,M
113,64,748,403,146,51,30,35,31,F
113,70,95,318,254,96,25,30,29,M
113,77,512,347,198,53,-1,-1,-1,N
113,79,666,352,190,45,-1,-1,-1,N
113,82,0,287,328,102,25,30,28,F
113,83,792,360,182,50,30,35,31,M
114,1,969,274,384,131,30,35,34,M
114,2,433,287,369,113,25,30,29,M
114,3,318,289,361,130,30,35,30,F
114,36,818,272,384,113,25,30,26,M
114,64,748,403,146,50,30,35,31,F
114,70,94,317,255,95,25,30,29,M
114,77,516,344,197,49,-1,-1,-1,N
114,79,666,354,187,46,-1,-1,-1,N
114,82,0,289,327,103,25,30,28,F
114,83,791,364,177,51,30,35,31,M
115,1,971,275,382,132,30,35,34,M
115,2,435,287,369,110,25,30,29,M
115,3,317,288,363,130,30,35,30,F
115,36,826,269,388,106,25,30,26,M
115,64,749,403,146,48,30,35,31,F
115,70,95,317,254,91,25,30,29,M
115,77,517,342,202,48,-1,-1,-1,N
115,79,667,355,186,45,-1,-1,-1,N
115,82,1,288,329,100,25,30,28,F
115,83,791,366,177,50,30,35,31,M
116,1,972,274,383,133,30,35,34,M
116,2,437,284,372,109,25,30,29,M
116,3,316,287,364,129,30,35,30,F
116,36,828,267,391,106,25,30,26,M
116,64,750,401,147,49,30,35,31,F
116,70,94,315,256,91,25,30,29,M
116,77,518,341,203,46,-1,-1,-1,N
116,79,666,358,184,48,-1,-1,-1,N
116,82,0,284,333,104,25,30,28,F
116,83,792,365,179,50,30,35,31,M
117,1,973,272,383,136,30,35,34,M
117,2,437,284,372,109,25,30,29,M
117,3,316,286,366,126,30,35,30,F
117,36,831,265,392,105,25,30,26,M
117,64,750,399,149,50,30,35,31,F
117,70,94,315,256,88,25,30,29,M
117,77,519,340,205,45,-1,-1,-1,N
117,79,665,358,184,49,-1,-1,-1,N
117,82,0,278,339,106,25,30,28,F
117,83,792,365,181,54,30,35,31,M
118,1,975,271,381,139,30,35,34,M
118,2,438,285,372,108,25,30,29,M
118,3,313,287,365,129,30,35,30,F
118,36,834,264,392,104,25,30,26,M
118,64,751,398,150,48,30,35,31,F
118,70,94,314,257,87,25,30,29,M
118,77,520,340,204,45,-1,-1,-1,N
118,79,665,358,184,49,-1,-1,-1,N
118,82,1,275,342,104,25,30,28,F
118,83,792,364,183,54,30,35,31,M
119,1,977,269,383,141,30,35,34,M
119,2,437,284,373,113,25,30,29,M
119,3,314,285,371,125,30,35,30,F
119,36,836,266,388,105,25,30,26,M
119,64,751,397,151,47,30,35,31,F
119,70,96,313,258,83,25,30,29,M
119,77,520,339,205,45,-1,-1,-1,N
119,79,665,357,185,50,-1,-1,-1,N
119,82,1,272,349,104,25,30,28,F
119,83,792,361,186,56,30,35,31,M
120,1,977,269,383,147,30,35,34,M
120,2,438,286,371,115,25,30,29,M
120,3,310,286,371,129,30,35,30,F
120,36,836,269,389,109,25,30,26,M
120,64,751,397,151,46,30,35,31,F
120,70,96,313,258,81,25,30,29,M
120,77,520,338,205,45,-1,-1,-1,N
120,79,665,357,185,50,-1,-1,-1,N
120,82,1,271,350,106,25,30,28,F
121,1,976,268,383,154,30,35,34,M
121,2,439,286,372,114,25,30,29,M
121,3,309,286,374,127,30,35,30,F
121,36,838,270,389,109,25,30,26,M
121,64,750,399,149,46,30,35,31,F
121,70,97,313,261,77,25,30,29,M
121,79,666,356,186,50,-1,-1,-1,N
121,82,4,271,349,104,25,30,28,F
121,83,793,360,187,57,30,35,31,M
122,1,979,269,383,150,30,35,34,M
122,2,440,287,372,111,25,30,29,M
122,3,303,286,374,132,30,35,30,F
122,36,840,272,389,107,25,30,26,M
122,64,749,400,148,47,30,35,31,F
122,70,98,312,264,74,25,30,29,M
122,79,666,356,186,51,-1,-1,-1,N
122,82,8,274,345,102,25,30,28,F
122,83,794,360,188,57,30,35,31,M
123,1,978,269,383,152,30,35,34,M
123,2,439,288,371,110,25,30,29,M
123,3,299,286,374,133,30,35,30,F
123,36,841,274,389,108,25,30,26,M
123,64,749,403,144,45,30,35,31,F
123,70,98,312,266,72,25,30,29,M
123,79,666,354,188,53,-1,-1,-1,N
123,82,11,276,341,100,25,30,28,F
123,83,793,360,189,58,30,35,31,M
124,1,979,270,382,152,30,35,34,M
124,2,439,290,365,109,25,30,29,M
124,3,299,285,376,129,30,35,30,F
124,36,841,276,382,109,25,30,26,M
124,64,747,403,144,47,30,35,31,F
124,70,98,317,257,72,25,30,29,M
124,79,665,353,187,55,-1,-1,-1,N
124,82,15,280,338,99,25,30,28,F
124,83,793,362,188,58,30,35,31,M
124,84,528,343,208,38,30,35,31,M
125,1,979,272,380,151,30,35,34,M
125,2,440,291,363,107,25,30,29,M
125,3,298,284,378,128,30,35,30,F
125,36,843,275,380,107,25,30,26,M
125,64,745,404,143,49,30,35,31,F
125,70,100,319,253,69,25,30,29,M
125,79,665,352,188,55,-1,-1,-1,N
125,82,20,284,332,95,25,30,28,F
125,83,792,364,186,57,30,35,31,M
125,84,527,342,210,40,30,35,31,M
126,1,980,274,380,149,30,35,34,M
126,2,438,291,364,108,25,30,29,M
126,3,296,281,380,129,30,35,30,F
126,36,845,273,383,106,25,30,26,M
126,64,744,402,145,50,30,35,31,F
126,70,102,319,253,67,25,30,29,M
126,79,666,351,191,55,-1,-1,-1,N
126,82,22,285,333,95,25,30,28,F
126,83,789,363,187,61,30,35,31,M
126,84,527,342,211,41,30,35,31,M
127,1,978,276,378,152,30,35,34,M
127,2,438,291,366,107,25,30,29,M
127,3,295,280,381,131,30,35,30,F
127,36,846,271,387,108,25,30,26,M
127,64,743,402,146,51,30,35,31,F
127,70,104,320,253,66,25,30,29,M
127,79,667,351,192,55,-1,-1,-1,N
127,82,25,286,334,98,25,30,28,F
127,83,788,364,187,61,30,35,31,M
127,84,527,343,213,41,30,35,31,M
128,1,978,274,380,151,30,35,34,M
128,2,438,291,366,105,25,30,29,M
128,3,298,278,382,127,30,35,30,F
128,36,848,268,390,108,25,30,26,M
128,64,743,400,147,51,30,35,31,F
128,70,106,318,254,65,25,30,29,M
128,79,667,352,189,56,-1,-1,-1,N
128,82,27,287,334,99,25,30,28,F
128,83,787,363,188,62,30,35,31,M
128,84,524,345,199,47,30,35,31,M
129,1,975,272,381,153,30,35,34,M
129,2,438,290,369,103,25,30,29,M
129,3,296,278,382,129,30,35,30,F
129,36,849,267,391,109,25,30,26,M
129,64,743,398,150,50,30,35,31,F
129,70,107,318,253,64,25,30,29,M
129,79,668,354,186,56,-1,-1,-1,N
129,82,31,285,336,98,25,30,28,F
129,83,784,363,188,64,30,35,31,M
129,84,526,344,199,44,30,35,31,M
130,1,974,270,384,151,30,35,34,M
130,2,437,288,371,102,25,30,29,M
130,3,295,277,383,130,30,35,30,F
130,36,849,268,388,109,25,30,26,M
130,64,741,398,150,52,30,35,31,F
130,70,105,316,254,67,25,30,29,M
130,79,667,354,186,56,-1,-1,-1,N
130,82,36,282,339,98,25,30,28,F
130,83,783,363,188,61,30,35,31,M
130,84,524,342,203,45,30,35,31,M
131,1,974,270,383,147,30,35,34,M
131,2,435,288,370,103,25,30,29,M
131,3,292,275,380,131,30,35,30,F
131,36,849,270,384,110,25,30,26,M
131,64,740,398,150,51,30,35,31,F
131,70,105,313,254,68,25,30,29,M
131,79,668,356,183,55,-1,-1,-1,N
131,82,38,280,342,99,25,30,28,F
131,83,782,362,190,59,30,35,31,M
131,84,524,340,206,45,30,35,31,M
132,1,973,271,380,144,30,35,34,M
132,2,433,287,370,103,25,30,29,M
132,3,289,277,376,133,30,35,30,F
132,36,850,273,379,111,25,30,26,M
132,64,739,398,149,51,30,35,31,F
132,70,107,310,255,67,25,30,29,M
132,79,667,356,183,54,-1,-1,-1,N
132,82,38,278,344,104,25,30,28,F
132,83,781,362,189,56,30,35,31,M
132,84,525,337,210,44,30,35,31,M
133,1,972,271,379,142,30,35,34,M
133,2,431,286,370,105,25,30,29,M
133,3,289,278,373,133,30,35,30,F
133,36,852,275,377,109,25,30,26,M
133,64,738,399,148,50,30,35,31,F
133,70,109,307,257,64,25,30,29,M
133,79,667,356,182,55,-1,-1,-1,N
133,82,42,277,344,103,25,30,28,F
133,83,780,362,188,55,30,35,31,M
133,84,525,337,209,45,30,35,31,M
134,1,972,271,377,138,30,35,34,M
134,2,430,284,372,105,25,30,29,M
134,3,283,279,371,140,30,35,30,F
134,36,854,276,376,107,25,30,26,M
134,64,738,399,148,49,30,35,31,F
134,70,110,306,258,63,25,30,29,M
134,79,665,355,183,56,-1,-1,-1,N
134,82,45,277,343,104,25,30,28,F
134,83,779,362,186,56,30,35,31,M
135,1,972,271,377,134,30,35,34,M
135,2,429,281,375,107,25,30,29,M
135,3,282,281,368,141,30,35,30,F
135,36,855,277,377,106,25,30,26,M
135,64,739,400,147,48,30,35,31,F
135,79,667,355,184,55,-1,-1,-1,N
135,82,47,278,340,104,25,30,28,F
135,83,779,360,189,54,30,35,31,M
135,84,525,339,210,47,30,35,31,M
136,1,969,273,374,135,30,35,34,M
136,2,429,280,377,106,25,30,29,M
136,3,284,281,373,138,30,35,30,F
136,36,854,277,375,107,25,30,26,M
136,64,739,401,146,47,30,35,31,F
136,79,667,354,186,55,-1,-1,-1,N
136,82,47,279,342,101,25,30,28,F
136,83,776,360,189,58,30,35,31,M
137,1,968,275,371,134,30,35,34,M
137,2,429,281,374,106,25,30,29,M
137,3,284,281,375,137,30,35,30,F
137,36,854,275,379,107,25,30,26,M
137,64,739,401,146,47,30,35,31,F
137,79,666,353,185,57,-1,-1,-1,N
137,82,44,283,336,107,25,30,28,F
137,83,774,360,188,59,30,35,31,M
138,1,966,277,371,136,30,35,34,M
138,2,428,281,372,107,25,30,29,M
138,3,287,281,373,133,30,35,30,F
138,36,854,272,384,107,25,30,26,M
138,64,740,400,147,46,30,35,31,F
138,79,666,351,186,57,-1,-1,-1,N
138,82,43,285,332,111,25,30,28,F
138,83,774,361,187,58,30,35,31,M
139,1,966,281,368,135,30,35,34,M
139,2,428,282,372,106,25,30,29,M
139,3,295,279,378,124,30,35,30,F
139,36,854,268,390,106,25,30,26,M
139,64,741,398,149,43,30,35,31,F
139,79,667,351,186,57,-1,-1,-1,N
139,82,46,288,328,110,25,30,28,F
139,83,773,360,188,60,30,35,31,M
140,1,969,282,366,131,30,35,34,M
140,2,427,283,370,106,25,30,29,M
140,3,296,276,382,126,30,35,30,F
140,36,853,265,394,108,25,30,26,M
140,64,739,397,148,44,30,35,31,F
140,79,666,350,187,62,-1,-1,-1,N
140,82,47,289,327,111,25,30,28,F
140,83,773,362,184,59,30,35,31,M
141,1,970,281,367,130,30,35,34,M
141,2,426,283,372,106,25,30,29,M
141,3,296,277,383,129,30,35,30,F
141,36,853,262,398,107,25,30,26,M
141,64,739,395,150,43,30,35,31,F
141,79,666,352,185,63,-1,-1,-1,N
141,82,50,289,326,104,25,30,28,F
141,83,773,362,184,58,30,35,31,M
141,88,155,372,153,69,-1,-1,-1,N
142,1,972,279,370,130,30,35,34,M
142,2,425,283,373,107,25,30,29,M
142,3,295,277,384,132,30,35,30,F
142,36,853,262,399,108,25,30,26,M
142,64,739,397,148,42,30,35,31,F
142,79,667,352,186,64,-1,-1,-1,N
142,82,52,287,327,101,25,30,28,F
142,83,773,363,184,60,30,35,31,M
142,88,153,372,155,71,-1,-1,-1,N
143,1,971,277,370,134,30,35,34,M
143,2,425,282,374,106,25,30,29,M
143,3,292,276,385,133,30,35,30,F
143,36,853,262,397,108,25,30,26,M
143,64,738,394,151,42,30,35,31,F
143,79,666,353,186,65,-1,-1,-1,N
143,82,53,282,334,101,25,30,28,F
143,83,772,363,184,60,30,35,31,M
143,89,525,343,211,72,30,35,30,F
144,1,972,275,371,134,30,35,34,M
144,2,425,282,380,104,25,30,29,M
144,3,293,276,385,127,30,35,30,F
144,36,853,263,395,107,25,30,26,M
144,64,736,393,151,45,30,35,31,F
144,79,665,355,185,66,-1,-1,-1,N
144,82,53,281,334,103,25,30,28,F
144,83,772,361,187,61,30,35,31,M
144,89,526,342,211,70,30,35,30,F
145,1,972,273,373,135,30,35,34,M
145,2,424,281,384,104,25,30,29,M
145,3,288,273,385,132,30,35,30,F
145,36,853,265,393,107,25,30,26,M
145,64,733,394,152,48,30,35,31,F
145,79,666,356,184,65,-1,-1,-1,N
145,82,54,279,336,105,25,30,28,F
145,83,773,363,183,59,30,35,31,M
145,89,529,342,212,70,30,35,30,F
146,1,970,272,376,140,30,35,34,M
146,2,423,281,386,104,25,30,29,M
146,3,288,273,386,132,30,35,30,F
146,36,854,266,392,105,25,30,26,M
146,64,732,396,150,47,30,35,31,F
146,79,668,356,186,63,-1,-1,-1,N
146,82,57,278,338,105,25,30,28,F
146,83,772,363,182,60,30,35,31,M
146,89,531,342,214,67,30,35,30,F
147,1,970,272,374,142,30,35,34,M
147,2,420,281,384,107,25,30,29,M
147,3,284,273,384,139,30,35,30,F
147,36,855,267,391,103,25,30,26,M
147,64,730,396,150,47,30,35,31,F
147,79,669,356,184,65,-1,-1,-1,N
147,82,58,277,339,105,25,30,28,F
147,83,773,361,184,57,30,35,31,M
147,89,532,341,210,67,30,35,30,F
148,1,971,273,371,142,30,35,34,M
148,2,420,283,385,106,25,30,29,M
148,3,283,279,377,139,30,35,30,F
148,36,855,269,388,103,25,30,26,M
148,64,728,398,148,50,30,35,31,F
148,79,672,355,185,60,-1,-1,-1,N
148,82,58,277,339,104,25,30,28,F
148,83,774,361,184,54,30,35,31,M
148,89,533,342,207,67,30,35,30,F
149,1,971,273,371,142,30,35,34,M
149,2,416,283,380,110,25,30,29,M
149,3,281,281,374,141,30,35,30,F
149,36,856,269,390,102,25,30,26,M
149,64,726,400,146,52,30,35,31,F
149,79,671,353,187,64,-1,-1,-1,N
149,82,59,283,336,107,25,30,28,F
149,83,773,361,185,54,30,35,31,M
149,89,535,343,210,64,30,35,30,F
150,1,971,274,371,141,30,35,34,M
150,2,414,283,379,109,25,30,29,M
150,3,279,283,377,142,30,35,30,F
150,36,857,267,395,101,25,30,26,M
150,64,724,400,145,53,30,35,31,F
150,79,672,352,188,64,-1,-1,-1,N
150,82,60,283,336,107,25,30,28,F
150,83,772,360,186,56,30,35,31,M
150,89,536,342,211,64,30,35,30,F
151,1,970,275,369,142,30,35,34,M
151,2,409,285,375,113,25,30,29,M
151,3,277,284,378,143,30,35,30,F
151,36,858,265,400,100,25,30,26,M
151,64,723,400,145,52,30,35,31,F
151,79,675,351,189,60,-1,-1,-1,N
151,82,60,287,331,108,25,30,28,F
151,83,770,360,187,59,30,35,31,M
151,89,537,342,214,63,30,35,30,F
152,1,971,275,370,140,30,35,34,M
152,2,407,285,377,114,25,30,29,M
152,3,275,285,378,144,30,35,30,F
152,36,858,263,404,101,25,30,26,M
152,64,722,400,144,50,30,35,31,F
152,79,677,350,190,60,-1,-1,-1,N
152,82,63,289,328,103,25,30,28,F
152,83,769,359,188,59,30,35,31,M
152,89,537,341,214,65,30,35,30,F
153,1,970,276,370,142,30,35,34,M
153,2,406,286,375,112,25,30,29,M
153,3,274,283,381,144,30,35,30,F
153,36,856,261,408,105,25,30,26,M
153,64,720,399,145,51,30,35,31,F
153,79,677,349,191,61,-1,-1,-1,N
153,82,63,292,325,107,25,30,28,F
153,83,768,359,188,60,30,35,31,M
153,89,537,340,213,67,30,35,30,F
154,1,969,275,371,142,30,35,34,M
154,2,404,286,373,112,25,30,29,M
154,3,273,282,382,141,30,35,30,F
154,36,855,259,409,107,25,30,26,M
154,64,718,398,147,52,30,35,31,F
154,79,677,350,188,64,-1,-1,-1,N
154,82,63,292,325,110,25,30,28,F
154,83,768,360,187,59,30,35,31,M
154,89,538,343,209,69,30,35,30,F
155,1,967,276,369,143,30,35,34,M
155,2,403,287,371,110,25,30,29,M
155,3,272,280,383,139,30,35,30,F
155,36,853,261,405,109,25,30,26,M
155,64,716,398,147,54,30,35,31,F
155,79,678,351,185,62,-1,-1,-1,N
155,82,65,291,327,108,25,30,28,F
155,83,769,362,184,57,30,35,31,M
155,89,540,347,203,69,30,35,30,F
156,1,966,275,370,142,30,35,34,M
156,2,401,284,373,107,25,30,29,M
156,3,268,279,385,141,30,35,30,F
156,36,853,262,402,108,25,30,26,M
156,64,715,399,145,56,30,35,31,F
156,79,678,353,183,63,-1,-1,-1,N
156,82,67,290,327,107,25,30,28,F
156,83,769,363,182,57,30,35,31,M
156,89,544,347,204,66,30,35,30,F
157,1,965,273,374,142,30,35,34,M
157,2,398,285,371,110,25,30,29,M
157,3,265,279,386,141,30,35,30,F
157,36,854,264,401,106,25,30,26,M
157,64,715,400,144,55,30,35,31,F
157,79,678,355,181,63,-1,-1,-1,N
157,82,68,291,322,109,25,30,28,F
157,83,769,363,180,57,30,35,31,M
157,89,548,353,200,65,30,35,30,F
158,1,963,273,374,143,30,35,34,M
158,2,395,285,369,115,25,30,29,M
158,3,269,279,386,134,30,35,30,F
158,36,853,266,400,105,25,30,26,M
158,64,717,401,142,51,30,35,31,F
158,79,683,355,183,58,-1,-1,-1,N
158,82,69,284,330,110,25,30,28,F
158,83,764,361,182,62,30,35,31,M
158,89,552,353,202,63,30,35,30,F
159,1,962,273,374,140,30,35,34,M
159,2,391,282,372,122,25,30,29,M
159,3,269,279,387,134,30,35,30,F
159,36,851,268,397,106,25,30,26,M
159,64,715,403,140,53,30,35,31,F
159,79,686,356,183,56,-1,-1,-1,N
159,82,70,282,333,110,25,30,28,F
159,83,763,359,184,62,30,35,31,M
159,89,554,352,203,65,30,35,30,F
160,1,961,274,371,137,30,35,34,M
160,2,389,280,376,129,25,30,29,M
160,3,268,278,388,134,30,35,30,F
160,36,849,268,395,106,25,30,26,M
160,64,716,403,139,49,30,35,31,F
